Therapy	Sample	Response	Cancer types	Datasets	Alias
TIPIFARNIB-P1	PIM262	0.19022	BRCA	Powell et al.	TIPIFARNIB-P1
TIPIFARNIB-P1	PIM068	0.40731999999999996	BRCA	Powell et al.	TIPIFARNIB-P1
TIPIFARNIB-P1	PIM163	0.1867	BRCA	Powell et al.	TIPIFARNIB-P1
TIPIFARNIB-P1	PIM010	0.1645	BRCA	Powell et al.	TIPIFARNIB-P1
TIPIFARNIB-P1	PIM025	0.17332	BRCA	Powell et al.	TIPIFARNIB-P1
TIPIFARNIB-P1	PIM164	0.10122	BRCA	Powell et al.	TIPIFARNIB-P1
VELIPARIB	PIM242	-0.005283100000000001	BRCA	Powell et al.	VELIPARIB
VELIPARIB	PIM014	0.034697000000000006	BRCA	Powell et al.	VELIPARIB
VELIPARIB	PIM137	0.05427100000000001	BRCA	Powell et al.	VELIPARIB
VELIPARIB	PIM254	0.040683	BRCA	Powell et al.	VELIPARIB
VELIPARIB	PIM040	0.075441	BRCA	Powell et al.	VELIPARIB
VELIPARIB	PIM053	0.021478	BRCA	Powell et al.	VELIPARIB
VELIPARIB	PIM091	0.023537	BRCA	Powell et al.	VELIPARIB
VELIPARIB	PIM262	0.08155599999999999	BRCA	Powell et al.	VELIPARIB
VELIPARIB	PIM068	0.040716	BRCA	Powell et al.	VELIPARIB
VELIPARIB	PIM163	-0.023484	BRCA	Powell et al.	VELIPARIB
VELIPARIB	PIM010	0.0579	BRCA	Powell et al.	VELIPARIB
VELIPARIB	PIM025	0.027039999999999998	BRCA	Powell et al.	VELIPARIB
VELIPARIB	PIM164	0.053015	BRCA	Powell et al.	VELIPARIB
TG-100-115	PIM242	0.025706	BRCA	Powell et al.	TG-100-115
TG-100-115	PIM014	0.067163	BRCA	Powell et al.	TG-100-115
TG-100-115	PIM137	0.14677	BRCA	Powell et al.	TG-100-115
TG-100-115	PIM254	0.077238	BRCA	Powell et al.	TG-100-115
TG-100-115	PIM040	0.080322	BRCA	Powell et al.	TG-100-115
TG-100-115	PIM053	0.014918	BRCA	Powell et al.	TG-100-115
TG-100-115	PIM091	0.087948	BRCA	Powell et al.	TG-100-115
TG-100-115	PIM262	0.050646	BRCA	Powell et al.	TG-100-115
TG-100-115	PIM068	0.021155	BRCA	Powell et al.	TG-100-115
TG-100-115	PIM163	0.073792	BRCA	Powell et al.	TG-100-115
TG-100-115	PIM010	0.085376	BRCA	Powell et al.	TG-100-115
TG-100-115	PIM025	0.048917	BRCA	Powell et al.	TG-100-115
TG-100-115	PIM164	-0.020769	BRCA	Powell et al.	TG-100-115
AFATINIB	PIM242	0.29846	BRCA	Powell et al.	AFATINIB
AFATINIB	PIM014	0.37356999999999996	BRCA	Powell et al.	AFATINIB
AFATINIB	PIM137	0.53375	BRCA	Powell et al.	AFATINIB
AFATINIB	PIM254	0.21978000000000003	BRCA	Powell et al.	AFATINIB
AFATINIB	PIM040	0.44088	BRCA	Powell et al.	AFATINIB
AFATINIB	PIM053	0.35395	BRCA	Powell et al.	AFATINIB
AFATINIB	PIM091	0.07776799999999999	BRCA	Powell et al.	AFATINIB
AFATINIB	PIM262	0.84226	BRCA	Powell et al.	AFATINIB
AFATINIB	PIM068	0.25803000000000004	BRCA	Powell et al.	AFATINIB
AFATINIB	PIM163	0.53001	BRCA	Powell et al.	AFATINIB
AFATINIB	PIM010	0.233	BRCA	Powell et al.	AFATINIB
AFATINIB	PIM025	0.19354000000000002	BRCA	Powell et al.	AFATINIB
AFATINIB	PIM164	0.20825	BRCA	Powell et al.	AFATINIB
BMS-536924	PIM242	0.30595	BRCA	Powell et al.	BMS-536924
BMS-536924	PIM014	0.30449	BRCA	Powell et al.	BMS-536924
BMS-536924	PIM137	0.18873	BRCA	Powell et al.	BMS-536924
BMS-536924	PIM254	0.34529	BRCA	Powell et al.	BMS-536924
BMS-536924	PIM040	0.28002	BRCA	Powell et al.	BMS-536924
BMS-536924	PIM053	0.027006	BRCA	Powell et al.	BMS-536924
BMS-536924	PIM091	-0.00019792	BRCA	Powell et al.	BMS-536924
BMS-536924	PIM262	0.21048000000000003	BRCA	Powell et al.	BMS-536924
BMS-536924	PIM068	0.44133	BRCA	Powell et al.	BMS-536924
BMS-536924	PIM163	0.31449	BRCA	Powell et al.	BMS-536924
BMS-536924	PIM010	0.42851999999999996	BRCA	Powell et al.	BMS-536924
BMS-536924	PIM025	0.050261	BRCA	Powell et al.	BMS-536924
BMS-536924	PIM164	0.20010999999999998	BRCA	Powell et al.	BMS-536924
AXITINIB	PIM242	-0.022659000000000002	BRCA	Powell et al.	AXITINIB
AXITINIB	PIM014	0.0943	BRCA	Powell et al.	AXITINIB
AXITINIB	PIM137	0.08189500000000001	BRCA	Powell et al.	AXITINIB
AXITINIB	PIM254	0.073732	BRCA	Powell et al.	AXITINIB
AXITINIB	PIM040	0.042347	BRCA	Powell et al.	AXITINIB
AXITINIB	PIM053	0.02314	BRCA	Powell et al.	AXITINIB
AXITINIB	PIM091	-0.013404	BRCA	Powell et al.	AXITINIB
AXITINIB	PIM262	0.008175199999999999	BRCA	Powell et al.	AXITINIB
AXITINIB	PIM068	-0.018463999999999998	BRCA	Powell et al.	AXITINIB
AXITINIB	PIM163	-0.018074	BRCA	Powell et al.	AXITINIB
AXITINIB	PIM010	0.11588	BRCA	Powell et al.	AXITINIB
AXITINIB	PIM025	0.035212	BRCA	Powell et al.	AXITINIB
AXITINIB	PIM164	0.061522	BRCA	Powell et al.	AXITINIB
GSK1059615	PIM242	0.062574	BRCA	Powell et al.	GSK1059615
GSK1059615	PIM014	0.08799	BRCA	Powell et al.	GSK1059615
GSK1059615	PIM137	0.16610999999999998	BRCA	Powell et al.	GSK1059615
GSK1059615	PIM254	0.12544	BRCA	Powell et al.	GSK1059615
GSK1059615	PIM040	0.15292999999999998	BRCA	Powell et al.	GSK1059615
GSK1059615	PIM053	0.1057	BRCA	Powell et al.	GSK1059615
GSK1059615	PIM091	0.065746	BRCA	Powell et al.	GSK1059615
GSK1059615	PIM262	0.26231	BRCA	Powell et al.	GSK1059615
GSK1059615	PIM068	0.08846799999999999	BRCA	Powell et al.	GSK1059615
GSK1059615	PIM163	0.1635	BRCA	Powell et al.	GSK1059615
GSK1059615	PIM010	0.095591	BRCA	Powell et al.	GSK1059615
GSK1059615	PIM025	0.13402	BRCA	Powell et al.	GSK1059615
GSK1059615	PIM164	0.15245	BRCA	Powell et al.	GSK1059615
SARACATINIB	PIM242	0.125	BRCA	Powell et al.	SARACATINIB
SARACATINIB	PIM014	0.092872	BRCA	Powell et al.	SARACATINIB
SARACATINIB	PIM137	0.23055	BRCA	Powell et al.	SARACATINIB
SARACATINIB	PIM254	0.29433000000000004	BRCA	Powell et al.	SARACATINIB
SARACATINIB	PIM040	0.19617	BRCA	Powell et al.	SARACATINIB
SARACATINIB	PIM053	-0.0083137	BRCA	Powell et al.	SARACATINIB
SARACATINIB	PIM091	0.010873	BRCA	Powell et al.	SARACATINIB
SARACATINIB	PIM262	-0.19979	BRCA	Powell et al.	SARACATINIB
SARACATINIB	PIM068	0.10693	BRCA	Powell et al.	SARACATINIB
SARACATINIB	PIM163	0.22846	BRCA	Powell et al.	SARACATINIB
SARACATINIB	PIM010	0.18058	BRCA	Powell et al.	SARACATINIB
SARACATINIB	PIM025	-0.0017712	BRCA	Powell et al.	SARACATINIB
SARACATINIB	PIM164	-0.049744	BRCA	Powell et al.	SARACATINIB
MGCD-265	PIM242	-0.07978500000000001	BRCA	Powell et al.	MGCD-265
MGCD-265	PIM014	0.058988	BRCA	Powell et al.	MGCD-265
MGCD-265	PIM137	0.13242	BRCA	Powell et al.	MGCD-265
MGCD-265	PIM254	-0.026407999999999997	BRCA	Powell et al.	MGCD-265
MGCD-265	PIM040	0.059886	BRCA	Powell et al.	MGCD-265
MGCD-265	PIM053	-0.038951	BRCA	Powell et al.	MGCD-265
MGCD-265	PIM091	-0.021149	BRCA	Powell et al.	MGCD-265
MGCD-265	PIM262	0.011436	BRCA	Powell et al.	MGCD-265
MGCD-265	PIM068	0.015994	BRCA	Powell et al.	MGCD-265
MGCD-265	PIM163	0.016431	BRCA	Powell et al.	MGCD-265
MGCD-265	PIM010	0.043916000000000004	BRCA	Powell et al.	MGCD-265
MGCD-265	PIM025	-0.0043747	BRCA	Powell et al.	MGCD-265
MGCD-265	PIM164	-0.039289	BRCA	Powell et al.	MGCD-265
SELUMETINIB (AZD6244)	PIM242	0.15912	BRCA	Powell et al.	SELUMETINIB
SELUMETINIB (AZD6244)	PIM014	0.17737	BRCA	Powell et al.	SELUMETINIB
SELUMETINIB (AZD6244)	PIM137	0.14511	BRCA	Powell et al.	SELUMETINIB
SELUMETINIB (AZD6244)	PIM254	0.07731299999999999	BRCA	Powell et al.	SELUMETINIB
SELUMETINIB (AZD6244)	PIM040	0.15957000000000002	BRCA	Powell et al.	SELUMETINIB
SELUMETINIB (AZD6244)	PIM053	0.17001	BRCA	Powell et al.	SELUMETINIB
SELUMETINIB (AZD6244)	PIM091	0.078796	BRCA	Powell et al.	SELUMETINIB
SELUMETINIB (AZD6244)	PIM262	0.36141999999999996	BRCA	Powell et al.	SELUMETINIB
SELUMETINIB (AZD6244)	PIM068	0.19571	BRCA	Powell et al.	SELUMETINIB
SELUMETINIB (AZD6244)	PIM163	0.33114	BRCA	Powell et al.	SELUMETINIB
SELUMETINIB (AZD6244)	PIM010	0.11634000000000001	BRCA	Powell et al.	SELUMETINIB
SELUMETINIB (AZD6244)	PIM025	0.015387999999999999	BRCA	Powell et al.	SELUMETINIB
SELUMETINIB (AZD6244)	PIM164	0.16325	BRCA	Powell et al.	SELUMETINIB
KI8751	PIM242	-0.078644	BRCA	Powell et al.	KI8751
KI8751	PIM014	0.034099000000000004	BRCA	Powell et al.	KI8751
KI8751	PIM137	0.038202999999999994	BRCA	Powell et al.	KI8751
KI8751	PIM254	0.011809	BRCA	Powell et al.	KI8751
KI8751	PIM040	0.028422000000000003	BRCA	Powell et al.	KI8751
KI8751	PIM053	-0.07716	BRCA	Powell et al.	KI8751
KI8751	PIM091	-0.014618	BRCA	Powell et al.	KI8751
KI8751	PIM262	-0.025867	BRCA	Powell et al.	KI8751
KI8751	PIM068	-0.026534	BRCA	Powell et al.	KI8751
KI8751	PIM163	-0.013207	BRCA	Powell et al.	KI8751
KI8751	PIM010	0.022966999999999998	BRCA	Powell et al.	KI8751
KI8751	PIM025	-0.030676	BRCA	Powell et al.	KI8751
KI8751	PIM164	-0.081048	BRCA	Powell et al.	KI8751
NINTEDANIB	PIM242	-0.035487	BRCA	Powell et al.	NINTEDANIB
NINTEDANIB	PIM014	-0.0055811	BRCA	Powell et al.	NINTEDANIB
NINTEDANIB	PIM137	-0.0223	BRCA	Powell et al.	NINTEDANIB
NINTEDANIB	PIM254	-0.026956	BRCA	Powell et al.	NINTEDANIB
NINTEDANIB	PIM040	0.051654	BRCA	Powell et al.	NINTEDANIB
NINTEDANIB	PIM053	0.010993000000000001	BRCA	Powell et al.	NINTEDANIB
NINTEDANIB	PIM091	-0.05196	BRCA	Powell et al.	NINTEDANIB
NINTEDANIB	PIM262	-0.15269000000000002	BRCA	Powell et al.	NINTEDANIB
NINTEDANIB	PIM068	-0.0019485	BRCA	Powell et al.	NINTEDANIB
NINTEDANIB	PIM163	0.041391000000000004	BRCA	Powell et al.	NINTEDANIB
NINTEDANIB	PIM010	0.023023	BRCA	Powell et al.	NINTEDANIB
NINTEDANIB	PIM025	-0.047879000000000005	BRCA	Powell et al.	NINTEDANIB
NINTEDANIB	PIM164	-0.037163	BRCA	Powell et al.	NINTEDANIB
SP600125 (PYRAZOLANTHRONE)	PIM242	-0.060622	BRCA	Powell et al.	PYRAZOLANTHRONE
SP600125 (PYRAZOLANTHRONE)	PIM014	-0.0076032	BRCA	Powell et al.	PYRAZOLANTHRONE
SP600125 (PYRAZOLANTHRONE)	PIM137	0.056158000000000007	BRCA	Powell et al.	PYRAZOLANTHRONE
SP600125 (PYRAZOLANTHRONE)	PIM254	-0.047257	BRCA	Powell et al.	PYRAZOLANTHRONE
SP600125 (PYRAZOLANTHRONE)	PIM040	-0.0034494	BRCA	Powell et al.	PYRAZOLANTHRONE
SP600125 (PYRAZOLANTHRONE)	PIM053	-0.013628	BRCA	Powell et al.	PYRAZOLANTHRONE
SP600125 (PYRAZOLANTHRONE)	PIM091	-0.029463999999999997	BRCA	Powell et al.	PYRAZOLANTHRONE
SP600125 (PYRAZOLANTHRONE)	PIM262	-0.0060451	BRCA	Powell et al.	PYRAZOLANTHRONE
SP600125 (PYRAZOLANTHRONE)	PIM068	-0.035323	BRCA	Powell et al.	PYRAZOLANTHRONE
SP600125 (PYRAZOLANTHRONE)	PIM163	0.025951	BRCA	Powell et al.	PYRAZOLANTHRONE
SP600125 (PYRAZOLANTHRONE)	PIM010	0.0022123	BRCA	Powell et al.	PYRAZOLANTHRONE
SP600125 (PYRAZOLANTHRONE)	PIM025	-0.038393000000000004	BRCA	Powell et al.	PYRAZOLANTHRONE
SP600125 (PYRAZOLANTHRONE)	PIM164	-0.051261	BRCA	Powell et al.	PYRAZOLANTHRONE
AZD6482	PIM242	0.11274	BRCA	Powell et al.	AZD6482
AZD6482	PIM014	0.066963	BRCA	Powell et al.	AZD6482
AZD6482	PIM137	0.30981	BRCA	Powell et al.	AZD6482
AZD6482	PIM254	0.075816	BRCA	Powell et al.	AZD6482
AZD6482	PIM040	0.1935	BRCA	Powell et al.	AZD6482
AZD6482	PIM053	0.26847	BRCA	Powell et al.	AZD6482
AZD6482	PIM091	0.17182	BRCA	Powell et al.	AZD6482
AZD6482	PIM262	0.158	BRCA	Powell et al.	AZD6482
AZD6482	PIM068	0.072713	BRCA	Powell et al.	AZD6482
AZD6482	PIM163	0.069229	BRCA	Powell et al.	AZD6482
AZD6482	PIM010	0.11535	BRCA	Powell et al.	AZD6482
AZD6482	PIM025	0.29935	BRCA	Powell et al.	AZD6482
AZD6482	PIM164	-0.016377000000000003	BRCA	Powell et al.	AZD6482
SB-525334	PIM242	-0.060921	BRCA	Powell et al.	SB-525334
SB-525334	PIM014	0.083955	BRCA	Powell et al.	SB-525334
SB-525334	PIM137	-0.035210000000000005	BRCA	Powell et al.	SB-525334
SB-525334	PIM254	-0.011181	BRCA	Powell et al.	SB-525334
SB-525334	PIM040	0.029991000000000004	BRCA	Powell et al.	SB-525334
SB-525334	PIM053	0.066457	BRCA	Powell et al.	SB-525334
SB-525334	PIM091	0.24989	BRCA	Powell et al.	SB-525334
SB-525334	PIM262	-0.013469	BRCA	Powell et al.	SB-525334
SB-525334	PIM068	0.017033	BRCA	Powell et al.	SB-525334
SB-525334	PIM163	0.094446	BRCA	Powell et al.	SB-525334
SB-525334	PIM010	0.10563	BRCA	Powell et al.	SB-525334
SB-525334	PIM025	0.048729	BRCA	Powell et al.	SB-525334
SB-525334	PIM164	0.10845	BRCA	Powell et al.	SB-525334
CANERTINIB	PIM242	0.16932	BRCA	Powell et al.	CANERTINIB
CANERTINIB	PIM014	0.08743300000000001	BRCA	Powell et al.	CANERTINIB
CANERTINIB	PIM137	0.2411	BRCA	Powell et al.	CANERTINIB
CANERTINIB	PIM254	0.16508	BRCA	Powell et al.	CANERTINIB
CANERTINIB	PIM040	0.33512	BRCA	Powell et al.	CANERTINIB
CANERTINIB	PIM053	0.1319	BRCA	Powell et al.	CANERTINIB
CANERTINIB	PIM091	0.090917	BRCA	Powell et al.	CANERTINIB
CANERTINIB	PIM262	0.38838	BRCA	Powell et al.	CANERTINIB
CANERTINIB	PIM068	0.27136	BRCA	Powell et al.	CANERTINIB
CANERTINIB	PIM163	0.21716999999999997	BRCA	Powell et al.	CANERTINIB
CANERTINIB	PIM010	0.15237	BRCA	Powell et al.	CANERTINIB
CANERTINIB	PIM025	0.049204000000000005	BRCA	Powell et al.	CANERTINIB
CANERTINIB	PIM164	0.00084683	BRCA	Powell et al.	CANERTINIB
BRD-K70511574 (HMN-214)	PIM242	0.133	BRCA	Powell et al.	HMN-214
BRD-K70511574 (HMN-214)	PIM014	0.26599	BRCA	Powell et al.	HMN-214
BRD-K70511574 (HMN-214)	PIM137	0.20751999999999998	BRCA	Powell et al.	HMN-214
BRD-K70511574 (HMN-214)	PIM254	0.10232000000000001	BRCA	Powell et al.	HMN-214
BRD-K70511574 (HMN-214)	PIM040	0.15374000000000002	BRCA	Powell et al.	HMN-214
BRD-K70511574 (HMN-214)	PIM053	0.099131	BRCA	Powell et al.	HMN-214
BRD-K70511574 (HMN-214)	PIM091	0.020447	BRCA	Powell et al.	HMN-214
BRD-K70511574 (HMN-214)	PIM262	0.086118	BRCA	Powell et al.	HMN-214
BRD-K70511574 (HMN-214)	PIM068	0.18417999999999998	BRCA	Powell et al.	HMN-214
BRD-K70511574 (HMN-214)	PIM163	0.33336	BRCA	Powell et al.	HMN-214
BRD-K70511574 (HMN-214)	PIM010	0.23235	BRCA	Powell et al.	HMN-214
BRD-K70511574 (HMN-214)	PIM025	0.10263	BRCA	Powell et al.	HMN-214
BRD-K70511574 (HMN-214)	PIM164	0.15048	BRCA	Powell et al.	HMN-214
BOSUTINIB	PIM242	-0.055423	BRCA	Powell et al.	BOSUTINIB
BOSUTINIB	PIM014	0.010081	BRCA	Powell et al.	BOSUTINIB
BOSUTINIB	PIM137	0.015065	BRCA	Powell et al.	BOSUTINIB
BOSUTINIB	PIM254	-0.006068100000000001	BRCA	Powell et al.	BOSUTINIB
BOSUTINIB	PIM040	0.025624	BRCA	Powell et al.	BOSUTINIB
BOSUTINIB	PIM053	-0.01908	BRCA	Powell et al.	BOSUTINIB
BOSUTINIB	PIM091	0.010912	BRCA	Powell et al.	BOSUTINIB
BOSUTINIB	PIM262	-0.1203	BRCA	Powell et al.	BOSUTINIB
BOSUTINIB	PIM068	-0.01721	BRCA	Powell et al.	BOSUTINIB
BOSUTINIB	PIM163	-0.047897	BRCA	Powell et al.	BOSUTINIB
BOSUTINIB	PIM010	0.035501	BRCA	Powell et al.	BOSUTINIB
BOSUTINIB	PIM025	-0.033065	BRCA	Powell et al.	BOSUTINIB
BOSUTINIB	PIM164	-0.06211799999999999	BRCA	Powell et al.	BOSUTINIB
CEDIRANIB	PIM242	0.0066105	BRCA	Powell et al.	CEDIRANIB
CEDIRANIB	PIM014	0.026514999999999997	BRCA	Powell et al.	CEDIRANIB
CEDIRANIB	PIM137	0.11254000000000002	BRCA	Powell et al.	CEDIRANIB
CEDIRANIB	PIM254	0.032395	BRCA	Powell et al.	CEDIRANIB
CEDIRANIB	PIM040	0.029410000000000002	BRCA	Powell et al.	CEDIRANIB
CEDIRANIB	PIM053	-3.2146e-05	BRCA	Powell et al.	CEDIRANIB
CEDIRANIB	PIM091	0.013966999999999999	BRCA	Powell et al.	CEDIRANIB
CEDIRANIB	PIM262	-0.20108	BRCA	Powell et al.	CEDIRANIB
CEDIRANIB	PIM068	0.01914	BRCA	Powell et al.	CEDIRANIB
CEDIRANIB	PIM163	0.0015027	BRCA	Powell et al.	CEDIRANIB
CEDIRANIB	PIM010	0.12709	BRCA	Powell et al.	CEDIRANIB
CEDIRANIB	PIM025	-0.024862000000000002	BRCA	Powell et al.	CEDIRANIB
CEDIRANIB	PIM164	-0.0039403	BRCA	Powell et al.	CEDIRANIB
SN 38	PIM242	0.4056	BRCA	Powell et al.	SN-38
SN 38	PIM014	0.28578000000000003	BRCA	Powell et al.	SN-38
SN 38	PIM137	0.12809	BRCA	Powell et al.	SN-38
SN 38	PIM254	0.17307	BRCA	Powell et al.	SN-38
SN 38	PIM040	0.14802	BRCA	Powell et al.	SN-38
SN 38	PIM053	0.050802999999999994	BRCA	Powell et al.	SN-38
SN 38	PIM091	0.11746	BRCA	Powell et al.	SN-38
SN 38	PIM262	0.12195999999999999	BRCA	Powell et al.	SN-38
SN 38	PIM068	0.15989	BRCA	Powell et al.	SN-38
SN 38	PIM163	0.18056	BRCA	Powell et al.	SN-38
SN 38	PIM010	0.30954	BRCA	Powell et al.	SN-38
SN 38	PIM025	0.20252	BRCA	Powell et al.	SN-38
SN 38	PIM164	0.62772	BRCA	Powell et al.	SN-38
MARITOCLAX	PIM242	0.2529	BRCA	Powell et al.	MARINOPYRROLE A
MARITOCLAX	PIM014	0.32785	BRCA	Powell et al.	MARINOPYRROLE A
MARITOCLAX	PIM137	0.54703	BRCA	Powell et al.	MARINOPYRROLE A
MARITOCLAX	PIM254	0.14789000000000002	BRCA	Powell et al.	MARINOPYRROLE A
MARITOCLAX	PIM040	0.28559	BRCA	Powell et al.	MARINOPYRROLE A
MARITOCLAX	PIM053	0.36386	BRCA	Powell et al.	MARINOPYRROLE A
MARITOCLAX	PIM091	0.2618	BRCA	Powell et al.	MARINOPYRROLE A
MARITOCLAX	PIM262	0.45432	BRCA	Powell et al.	MARINOPYRROLE A
MARITOCLAX	PIM068	0.55802	BRCA	Powell et al.	MARINOPYRROLE A
MARITOCLAX	PIM163	0.38178	BRCA	Powell et al.	MARINOPYRROLE A
MARITOCLAX	PIM010	0.20874	BRCA	Powell et al.	MARINOPYRROLE A
MARITOCLAX	PIM025	0.22219	BRCA	Powell et al.	MARINOPYRROLE A
MARITOCLAX	PIM164	0.33768000000000004	BRCA	Powell et al.	MARINOPYRROLE A
KO 143	PIM242	-0.07656	BRCA	Powell et al.	KO-143
KO 143	PIM014	0.019857	BRCA	Powell et al.	KO-143
KO 143	PIM137	0.039952	BRCA	Powell et al.	KO-143
KO 143	PIM254	-0.032157	BRCA	Powell et al.	KO-143
KO 143	PIM040	0.047535	BRCA	Powell et al.	KO-143
KO 143	PIM053	0.0056933999999999995	BRCA	Powell et al.	KO-143
KO 143	PIM091	-0.072052	BRCA	Powell et al.	KO-143
KO 143	PIM262	0.14406	BRCA	Powell et al.	KO-143
KO 143	PIM068	-0.051244000000000005	BRCA	Powell et al.	KO-143
KO 143	PIM163	0.10445	BRCA	Powell et al.	KO-143
KO 143	PIM010	0.020352000000000002	BRCA	Powell et al.	KO-143
KO 143	PIM025	-0.013819	BRCA	Powell et al.	KO-143
KO 143	PIM164	0.046714	BRCA	Powell et al.	KO-143
YK 4-279	PIM242	-0.03399	BRCA	Powell et al.	YK 4-279
YK 4-279	PIM014	0.09084400000000001	BRCA	Powell et al.	YK 4-279
YK 4-279	PIM137	0.044015	BRCA	Powell et al.	YK 4-279
YK 4-279	PIM254	-0.0084774	BRCA	Powell et al.	YK 4-279
YK 4-279	PIM040	0.042761	BRCA	Powell et al.	YK 4-279
YK 4-279	PIM053	0.019777	BRCA	Powell et al.	YK 4-279
YK 4-279	PIM091	-0.042037	BRCA	Powell et al.	YK 4-279
YK 4-279	PIM262	0.01799	BRCA	Powell et al.	YK 4-279
YK 4-279	PIM068	0.018463999999999998	BRCA	Powell et al.	YK 4-279
YK 4-279	PIM163	0.066123	BRCA	Powell et al.	YK 4-279
YK 4-279	PIM010	0.10736	BRCA	Powell et al.	YK 4-279
YK 4-279	PIM025	0.019603	BRCA	Powell et al.	YK 4-279
YK 4-279	PIM164	0.081798	BRCA	Powell et al.	YK 4-279
ISX 9	PIM242	-0.15436	BRCA	Powell et al.	ISX 9
ISX 9	PIM014	-0.077001	BRCA	Powell et al.	ISX 9
ISX 9	PIM137	-0.11911	BRCA	Powell et al.	ISX 9
ISX 9	PIM254	-0.076033	BRCA	Powell et al.	ISX 9
ISX 9	PIM040	0.052032	BRCA	Powell et al.	ISX 9
ISX 9	PIM053	0.0025651	BRCA	Powell et al.	ISX 9
ISX 9	PIM091	-0.047617	BRCA	Powell et al.	ISX 9
ISX 9	PIM262	-0.32819	BRCA	Powell et al.	ISX 9
ISX 9	PIM068	0.042259	BRCA	Powell et al.	ISX 9
ISX 9	PIM163	-0.087931	BRCA	Powell et al.	ISX 9
ISX 9	PIM010	-0.011811	BRCA	Powell et al.	ISX 9
ISX 9	PIM025	-0.082689	BRCA	Powell et al.	ISX 9
ISX 9	PIM164	0.008637299999999999	BRCA	Powell et al.	ISX 9
BMS 195614	PIM242	-0.044989999999999995	BRCA	Powell et al.	BMS-195614
BMS 195614	PIM014	0.029414	BRCA	Powell et al.	BMS-195614
BMS 195614	PIM137	0.05168	BRCA	Powell et al.	BMS-195614
BMS 195614	PIM254	0.019409	BRCA	Powell et al.	BMS-195614
BMS 195614	PIM040	0.037446	BRCA	Powell et al.	BMS-195614
BMS 195614	PIM053	-0.06731799999999999	BRCA	Powell et al.	BMS-195614
BMS 195614	PIM091	-0.034058	BRCA	Powell et al.	BMS-195614
BMS 195614	PIM262	-0.08104199999999999	BRCA	Powell et al.	BMS-195614
BMS 195614	PIM068	-0.016502	BRCA	Powell et al.	BMS-195614
BMS 195614	PIM163	0.037196	BRCA	Powell et al.	BMS-195614
BMS 195614	PIM010	0.061690999999999996	BRCA	Powell et al.	BMS-195614
BMS 195614	PIM025	0.057557000000000004	BRCA	Powell et al.	BMS-195614
BMS 195614	PIM164	0.0302	BRCA	Powell et al.	BMS-195614
KU 0060648	PIM242	0.09288300000000001	BRCA	Powell et al.	KU 0060648
KU 0060648	PIM014	0.089007	BRCA	Powell et al.	KU 0060648
KU 0060648	PIM137	0.20617	BRCA	Powell et al.	KU 0060648
KU 0060648	PIM254	0.078449	BRCA	Powell et al.	KU 0060648
KU 0060648	PIM040	0.13705	BRCA	Powell et al.	KU 0060648
KU 0060648	PIM053	-0.0046972	BRCA	Powell et al.	KU 0060648
KU 0060648	PIM091	0.083021	BRCA	Powell et al.	KU 0060648
KU 0060648	PIM262	0.092799	BRCA	Powell et al.	KU 0060648
KU 0060648	PIM068	0.14359	BRCA	Powell et al.	KU 0060648
KU 0060648	PIM163	0.12189000000000001	BRCA	Powell et al.	KU 0060648
KU 0060648	PIM010	0.0034296	BRCA	Powell et al.	KU 0060648
KU 0060648	PIM025	0.1761	BRCA	Powell et al.	KU 0060648
KU 0060648	PIM164	0.076864	BRCA	Powell et al.	KU 0060648
SCH 529074	PIM242	-0.059569000000000004	BRCA	Powell et al.	SCH-529074
SCH 529074	PIM014	0.022147	BRCA	Powell et al.	SCH-529074
SCH 529074	PIM137	0.084631	BRCA	Powell et al.	SCH-529074
SCH 529074	PIM254	-0.006950700000000001	BRCA	Powell et al.	SCH-529074
SCH 529074	PIM040	0.020819999999999998	BRCA	Powell et al.	SCH-529074
SCH 529074	PIM053	-0.034991	BRCA	Powell et al.	SCH-529074
SCH 529074	PIM091	-0.042162	BRCA	Powell et al.	SCH-529074
SCH 529074	PIM262	0.22571	BRCA	Powell et al.	SCH-529074
SCH 529074	PIM068	0.071398	BRCA	Powell et al.	SCH-529074
SCH 529074	PIM163	0.057218	BRCA	Powell et al.	SCH-529074
SCH 529074	PIM010	0.077409	BRCA	Powell et al.	SCH-529074
SCH 529074	PIM025	0.0010254	BRCA	Powell et al.	SCH-529074
SCH 529074	PIM164	0.033108	BRCA	Powell et al.	SCH-529074
QS 11	PIM242	-0.096187	BRCA	Powell et al.	QS-11
QS 11	PIM014	0.12009	BRCA	Powell et al.	QS-11
QS 11	PIM137	0.14968	BRCA	Powell et al.	QS-11
QS 11	PIM254	0.019199	BRCA	Powell et al.	QS-11
QS 11	PIM040	0.037676999999999995	BRCA	Powell et al.	QS-11
QS 11	PIM053	0.027452999999999998	BRCA	Powell et al.	QS-11
QS 11	PIM091	-0.033595	BRCA	Powell et al.	QS-11
QS 11	PIM262	0.20524	BRCA	Powell et al.	QS-11
QS 11	PIM068	-0.050623	BRCA	Powell et al.	QS-11
QS 11	PIM163	0.057998	BRCA	Powell et al.	QS-11
QS 11	PIM010	0.027085	BRCA	Powell et al.	QS-11
QS 11	PIM025	0.03492	BRCA	Powell et al.	QS-11
QS 11	PIM164	0.040188999999999996	BRCA	Powell et al.	QS-11
MIRA-1	PIM242	-0.13283	BRCA	Powell et al.	MIRA-1
